"Data generated on Tuesday, September 24, 2019 at 12:10:16 PM EST"
Area/Partners of Destination,,,,,January 1999 - December 2019
And Commodities Exported,,,,,Quantities
,,,,,,,January,February,March,April,May,June,July,August,September,October,November,December,Total,,
,Partner,,HS Code,Product,Year,UOM,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Qty,Period/Period %  Change (Qty),Reporter Code,Partner Code,Product Code,
"1","World Total","10","0402100000","NFDM,<1.5% FAT","2018-2018","MT","49,364.6","65,841.2","66,039.1","75,722.1","69,924.0","57,260.7","54,409.8","62,404.0","52,241.1","60,651.4","47,812.9","50,347.4","712,018.3","-5","US","R00","0402100000",
"1","World Total","10","0402100000","NFDM,<1.5% FAT","2019-2019","MT","49,386.5","55,163.6","60,150.6","56,670.7","63,607.1","42,776.7","49,529.7","","","","","","377,284.9","16","US","R00","0402100000",
"1","World Total","11","0404102000","WHEY, FLUID","1999-1999","LITER","126,641.0","265,449.0","142,558.0","208,535.0","182,615.0","219,077.0","157,042.0","302,597.0","134,447.0","256,309.0","196,793.0","176,255.0","2,368,318.0","-28","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2000-2000","LITER","111,886.0","26,603.0","161,971.0","31,485.0","52,287.0","51,823.0","39,810.0","12,143.0","22,072.0","56,961.0","25,513.0","32,508.0","625,062.0","-23","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2001-2001","LITER","50,724.0","112,523.0","116,388.0","118,674.0","123,717.0","79,543.0","98,995.0","86,786.0","34,403.0","68,877.0","127,563.0","41,636.0","1,059,829.0","24","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2002-2002","LITER","252,508.0","126,551.0","39,975.0","65,240.0","162,318.0","53,771.0","153,355.0","64,671.0","35,166.0","52,545.0","77,386.0","127,925.0","1,211,411.0","185","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2003-2003","LITER","114,937.0","123,488.0","122,125.0","40,520.0","83,914.0","20,138.0","12,976.0","99,961.0","56,907.0","84,123.0","209,401.0","99,378.0","1,067,868.0","-36","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2004-2004","LITER","16,775.0","82,803.0","33,067.0","28,261.0","26,395.0","98,921.0","29,126.0","90,365.0","65,144.0","133,040.0","110,487.0","88,710.0","803,094.0","-71","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2005-2005","LITER","104,896.0","33,961.0","177,153.0","67,242.0","217,602.0","143,773.0","107,422.0","12,350.0","12,724.0","109,278.0","202,809.0","61,771.0","1,250,981.0","-25","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2006-2006","LITER","93,886.0","41,945.0","51,476.0","129,438.0","133,831.0","38,742.0","74,189.0","33,739.0","22,131.0","47,007.0","118,776.0","342,951.0","1,128,111.0","91","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2007-2007","LITER","168,488.0","752,667.0","303,497.0","525,179.0","838,447.0","102,100.0","232,718.0","47,824.0","94,605.0","110,326.0","245,608.0","243,761.0","3,665,220.0","128","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2008-2008","LITER","183,992.0","92,207.0","243,775.0","6,666.0","31,589.0","105,680.0","217,754.0","28,295.0","44,800.0","118,187.0","19,633.0","56,837.0","1,149,415.0","106","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2009-2009","LITER","142,718.0","25,442.0","167,006.0","276,998.0","16,806.0","347,931.0","46,391.0","211,139.0","215,584.0","16,650.0","44,323.0","21,878.0","1,532,866.0","-87","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2010-2010","LITER","91,068.0","26,378.0","82,748.0","38,423.0","119,394.0","88,687.0","183,113.0","92,761.0","16,009.0","68,859.0","25,370.0","89,234.0","922,044.0","106","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2011-2011","LITER","154,207.0","51,716.0","9,208.0","20,732.0","38,061.0","1,745.0","127,655.0","11,760.0","17,852.0","10,811.0","30,486.0","5,945.0","480,178.0","7,215","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2012-2012","LITER","8,887.0","16,576.0","9,437.0","14,051.0","56,978.0","493,417.0","42,584.0","3,243.0","231,421.0","57,757.0","373,432.0","682,260.0","1,990,043.0","-91","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2013-2013","LITER","640,560.0","716,615.0","641,976.0","744,835.0","792,977.0","701,305.0","716,906.0","696,264.0","694,356.0","724,991.0","799,897.0","826,304.0","8,696,986.0","2","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2014-2014","LITER","844,366.0","826,372.0","994,689.0","860,614.0","940,531.0","860,746.0","1,017,470.0","951,981.0","839,633.0","847,871.0","889,411.0","926,203.0","10,799,887.0","18","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2015-2015","LITER","982,894.0","890,021.0","964,610.0","462,226.0","0.0","0.0","153,192.0","0.0","202,525.0","53,003.0","0.0","0.0","3,708,471.0","","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2016-2016","LITER","0.0","1,000.0","4,286.0","4,859.0","18,995.0","0.0","19,278.0","2,523.0","17,676.0","21,000.0","95,625.0","99,830.0","285,072.0","","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2017-2017","LITER","157,931.0","479,685.0","193,427.0","286,725.0","202,458.0","482,509.0","822,250.0","38,984.0","24,295.0","0.0","439.0","19,125.0","2,707,828.0","70","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2018-2018","LITER","0.0","3,879.0","532,560.0","811,313.0","719,581.0","152,975.0","15,639.0","20,125.0","57,375.0","64,590.0","0.0","51,245.0","2,429,282.0","-90","US","R00","0404102000",
"1","World Total","11","0404102000","WHEY, FLUID","2019-2019","LITER","0.0","1,583.0","8,934.0","0.0","50,237.0","18,144.0","20,644.0","","","","","","99,542.0","14","US","R00","0404102000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2012-2012","DOZ","16,891.0","160,859.0","800,202.0","681,931.0","803,079.0","948,566.0","810,235.0","1,366,516.0","1,423,121.0","1,709,994.0","1,363,810.0","1,078,018.0","11,163,222.0","-15","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2013-2013","DOZ","723,229.0","356,073.0","494,368.0","463,694.0","511,935.0","305,012.0","337,058.0","525,610.0","491,654.0","483,994.0","396,943.0","559,418.0","5,648,988.0","11","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2014-2014","DOZ","539,707.0","412,743.0","326,716.0","307,827.0","575,749.0","479,499.0","458,887.0","429,905.0","484,887.0","718,488.0","366,520.0","121,757.0","5,222,685.0","-4","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2015-2015","DOZ","24,655.0","15,937.0","36,036.0","23,008.0","34,434.0","38,063.0","36,817.0","33,471.0","39,571.0","44,460.0","43,741.0","55,101.0","425,294.0","-3","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2016-2016","DOZ","54,893.0","8,673.0","17,715.0","96,069.0","35,504.0","43,591.0","33,192.0","60,468.0","59,513.0","74,626.0","83,117.0","67,930.0","635,291.0","-24","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2017-2017","DOZ","239,051.0","23,733.0","51,181.0","50,148.0","101,337.0","67,565.0","196,468.0","81,489.0","66,026.0","96,766.0","119,829.0","91,537.0","1,185,130.0","191","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2018-2018","DOZ","95,582.0","32,536.0","45,055.0","61,108.0","79,383.0","141,705.0","80,914.0","68,324.0","54,974.0","24,799.0","106,446.0","30,708.0","821,534.0","-43","US","R00","0407190000",
"1","World Total","12","0407190000","BIRD EGGS/HATCH","2019-2019","DOZ","40,083.0","42,211.0","7,587.0","25,764.0","25,504.0","41,420.0","14,249.0","","","","","","196,818.0","-66","US","R00","0407190000",
"1","World Total","13","0404104000","WHEY, DRIED","1999-1999","MT","8,129.3","11,271.5","9,956.7","8,558.2","8,521.4","8,842.8","7,994.3","12,624.0","10,627.2","11,150.9","10,258.3","12,237.0","120,171.8","-10","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2000-2000","MT","13,482.2","12,450.0","13,704.3","14,659.5","17,433.9","12,695.6","16,066.2","13,046.7","13,151.5","14,532.1","13,329.1","11,451.5","166,002.5","27","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2001-2001","MT","14,795.7","11,382.6","13,366.5","11,901.7","12,280.2","12,907.9","12,697.6","12,214.8","10,054.0","13,319.7","9,766.0","8,291.9","142,978.6","-2","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2002-2002","MT","11,974.0","14,349.2","13,568.1","14,567.3","14,415.1","13,553.4","11,620.2","14,314.6","11,965.5","9,461.0","10,809.2","10,078.6","150,676.1","-14","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2003-2003","MT","10,745.9","12,847.5","13,584.1","12,651.8","12,619.9","11,278.5","10,370.2","10,796.2","10,290.2","12,045.4","11,823.9","9,930.5","138,984.0","-8","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2004-2004","MT","9,862.3","10,992.7","14,528.4","12,508.6","13,085.7","9,427.3","10,427.0","15,079.4","15,707.0","18,370.8","16,779.9","14,695.8","161,464.8","11","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2005-2005","MT","16,450.8","15,379.8","17,432.8","19,856.5","17,892.7","15,005.4","16,180.3","15,668.9","14,004.8","13,538.4","14,246.7","15,125.6","190,782.8","8","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2006-2006","MT","13,718.1","15,076.8","19,404.0","17,965.4","24,691.0","21,150.2","18,960.9","18,774.4","21,669.6","20,735.2","16,987.6","17,729.6","226,862.8","-10","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2007-2007","MT","17,217.8","18,968.9","21,149.5","23,375.4","27,712.7","24,880.9","23,954.1","22,831.8","22,963.2","22,684.8","20,481.3","18,081.3","264,301.9","-4","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2008-2008","MT","12,096.3","13,924.5","16,492.1","14,717.7","16,940.1","15,217.3","25,371.3","20,259.4","16,945.4","18,894.0","14,908.0","15,591.0","201,357.0","67","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2009-2009","MT","14,175.4","15,799.6","20,223.3","17,077.6","16,956.3","17,482.4","13,575.9","15,558.2","15,615.8","21,264.3","21,451.9","17,107.5","206,288.3","-22","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2010-2010","MT","19,246.9","18,113.5","19,302.4","21,216.2","25,392.8","27,574.4","19,882.0","17,393.2","18,912.5","21,618.6","22,835.7","21,139.2","252,627.5","-28","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2011-2011","MT","19,496.6","19,030.7","23,928.9","18,513.9","20,002.6","20,908.7","20,700.8","22,664.2","19,253.8","19,715.9","20,958.7","24,537.6","249,712.3","-1","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2012-2012","MT","21,971.5","16,815.0","18,854.7","18,283.1","21,859.8","19,041.3","17,338.6","16,550.8","15,291.8","18,593.4","17,583.9","14,711.0","216,895.1","-9","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2013-2013","MT","18,700.1","16,390.7","17,717.0","19,544.1","22,352.8","20,751.0","21,405.7","21,755.3","19,171.9","20,535.7","20,096.8","18,086.0","236,507.1","3","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2014-2014","MT","18,315.2","18,919.2","23,050.7","22,783.4","22,477.7","19,528.0","17,933.2","17,895.7","16,577.4","17,738.9","17,111.4","16,459.0","228,789.9","-8","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2015-2015","MT","13,021.0","14,099.6","17,992.0","17,646.2","20,564.2","17,368.2","16,512.7","13,962.9","11,205.8","12,620.3","11,510.7","12,775.9","179,279.6","-5","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2016-2016","MT","13,752.8","13,409.5","10,777.6","12,699.4","16,399.4","16,898.3","16,711.1","20,140.5","14,688.4","19,776.3","17,955.1","18,638.7","191,847.2","-1","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2017-2017","MT","15,487.9","15,025.4","17,322.2","16,916.9","17,600.8","17,347.2","17,178.8","18,077.5","18,354.4","19,335.6","20,558.1","20,357.8","213,562.6","-1","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2018-2018","MT","19,932.8","19,233.8","22,179.2","18,932.0","22,424.8","20,272.5","15,569.9","20,493.5","15,988.2","16,389.5","16,384.2","13,274.6","221,074.8","-23","US","R00","0404104000",
"1","World Total","13","0404104000","WHEY, DRIED","2019-2019","MT","14,447.4","11,957.0","15,968.2","14,033.6","13,143.8","12,443.7","11,222.6","","","","","","93,216.3","-10","US","R00","0404104000",
"1","World Total","14","0404100850","MOD WHEY NESOI","1999-1999","MT","80.0","107.8","240.5","324.1","138.1","105.7","28.2","22.2","70.7","60.4","91.3","114.5","1,383.7","-73","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2000-2000","MT","99.6","97.2","232.6","150.5","240.1","113.6","226.9","193.2","242.7","197.5","71.9","109.7","1,975.5","100","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2001-2001","MT","435.5","284.8","316.8","136.9","244.9","267.6","54.3","311.0","170.1","319.2","259.1","317.6","3,118.0","-80","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2002-2002","MT","597.4","905.7","516.4","514.2","297.1","270.6","193.2","182.9","152.5","286.7","153.5","174.5","4,244.5","-29","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2003-2003","MT","316.9","304.9","441.5","297.3","144.3","235.9","372.5","262.3","351.5","386.9","239.1","211.7","3,565.0","58","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2004-2004","MT","421.6","388.4","767.2","597.7","315.6","441.8","240.9","655.4","400.6","729.7","372.2","408.6","5,739.6","-45","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2005-2005","MT","708.0","1,907.5","1,972.7","1,766.1","2,403.1","2,275.0","2,750.3","4,335.1","3,242.2","2,070.1","3,242.1","3,065.7","29,737.8","21","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2006-2006","MT","2,810.0","3,144.6","3,074.7","1,913.7","3,310.0","2,046.0","3,525.7","2,187.6","2,142.3","2,838.9","2,109.9","2,485.1","31,588.3","72","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2007-2007","MT","2,926.5","1,682.0","1,716.5","3,513.3","3,738.4","3,754.9","5,151.1","5,904.3","3,323.0","5,245.5","4,824.0","4,156.2","45,935.7","37","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2008-2008","MT","4,771.2","3,612.3","4,872.6","5,199.0","4,636.8","5,477.5","3,400.3","4,651.9","3,119.7","4,013.6","3,440.2","2,138.7","49,333.8","-38","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2009-2009","MT","1,554.9","2,368.5","5,635.9","2,758.1","2,407.4","2,253.5","2,815.3","3,138.5","3,410.2","3,244.7","2,630.6","4,556.4","36,774.2","25","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2010-2010","MT","3,079.5","5,395.9","3,144.2","4,552.5","5,039.1","5,256.6","3,093.7","4,351.5","5,394.6","5,066.8","4,304.4","6,252.4","54,931.3","-41","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2011-2011","MT","5,071.8","5,370.2","6,260.0","6,779.8","6,673.1","6,620.2","6,786.3","7,992.5","5,577.1","5,788.7","7,563.4","6,496.2","76,979.2","3","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2012-2012","MT","6,858.5","6,492.2","9,831.0","11,064.5","9,852.7","11,348.0","9,506.8","11,853.1","8,283.1","8,847.3","8,450.4","9,457.9","111,845.6","-16","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2013-2013","MT","9,577.8","9,243.0","10,357.0","10,704.0","11,578.4","11,762.4","11,095.6","10,968.6","9,150.5","9,583.0","8,049.3","8,511.3","120,580.7","-6","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2014-2014","MT","9,148.6","9,221.7","12,188.9","10,835.6","10,677.8","12,910.0","12,209.7","12,724.2","8,860.5","14,051.2","12,143.5","11,376.4","136,348.1","-5","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2015-2015","MT","8,537.6","8,969.2","11,908.0","12,872.4","13,415.4","10,455.4","11,935.2","7,764.8","8,016.7","9,470.3","8,442.3","8,799.7","120,586.9","14","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2016-2016","MT","8,407.1","11,117.4","11,096.6","10,510.7","10,635.4","12,287.8","11,035.2","11,743.3","11,450.0","11,496.6","11,493.3","12,612.0","133,885.4","-10","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2017-2017","MT","9,694.2","13,732.5","12,766.2","12,896.8","13,712.5","12,005.1","10,327.7","13,081.4","13,187.3","13,750.4","13,557.9","14,884.1","153,596.1","-14","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2018-2018","MT","10,249.6","11,814.6","11,171.3","12,297.7","11,813.4","11,733.1","10,143.7","11,893.5","9,660.2","10,792.8","11,173.4","10,770.5","133,513.6","-14","US","R00","0404100850",
"1","World Total","14","0404100850","MOD WHEY NESOI","2019-2019","MT","9,914.0","9,280.9","11,161.6","10,429.8","9,518.0","11,788.4","10,547.3","","","","","","72,640.0","-11","US","R00","0404100850",
"1","World Total","15","0404100500","WHEY PROT CONC","1999-1999","MT","1,561.5","1,470.1","1,563.0","1,199.6","1,225.6","938.2","686.6","342.5","881.1","1,265.8","1,420.1","1,789.6","14,343.7","-27","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2000-2000","MT","1,250.4","1,387.4","1,060.8","1,286.4","1,226.6","1,270.0","1,460.4","1,520.3","1,583.8","1,559.6","884.0","1,136.7","15,626.4","15","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2001-2001","MT","1,574.9","1,668.1","1,386.2","1,532.3","1,582.3","2,060.5","2,334.5","2,142.7","2,153.5","1,531.1","1,725.9","2,028.8","21,720.8","13","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2002-2002","MT","2,643.4","2,405.9","1,912.2","2,608.3","2,358.8","2,055.1","1,517.6","1,930.7","1,239.5","1,113.2","1,542.9","1,623.3","22,950.9","-26","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2003-2003","MT","1,493.2","1,751.0","1,215.7","1,009.1","1,740.4","1,588.3","1,954.4","2,343.6","2,329.9","1,754.8","1,639.0","2,156.5","20,976.0","23","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2004-2004","MT","2,176.7","1,998.1","2,711.8","2,034.0","2,702.7","2,164.5","2,634.5","2,646.8","2,505.9","2,399.5","2,785.8","3,946.0","30,706.2","22","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2005-2005","MT","2,497.1","2,771.1","2,715.7","1,731.7","3,146.6","2,767.9","3,630.7","3,097.6","2,654.9","4,667.6","3,536.5","4,567.8","37,785.2","31","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2006-2006","MT","3,639.8","2,285.3","3,216.8","5,273.2","6,084.7","5,487.5","6,831.7","7,933.2","7,766.7","5,068.2","5,472.1","6,563.9","65,623.3","24","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2007-2007","MT","6,192.2","6,628.7","7,092.8","5,663.5","6,070.2","6,345.8","8,894.0","8,521.7","7,700.7","13,753.7","8,418.7","8,226.3","93,508.4","40","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2008-2008","MT","6,571.9","6,796.1","8,004.4","6,617.9","6,181.6","4,532.6","5,974.8","6,137.8","5,475.6","5,254.7","5,258.4","4,851.9","71,657.6","32","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2009-2009","MT","4,546.8","7,660.1","6,378.0","6,272.5","8,144.3","8,001.9","7,328.4","6,320.7","7,404.8","9,083.1","11,070.0","9,925.4","92,136.1","-8","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2010-2010","MT","11,143.7","10,386.9","12,039.7","11,099.8","12,188.9","8,134.3","6,599.0","11,734.6","11,013.7","11,399.3","10,002.4","11,495.6","127,237.9","-19","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2011-2011","MT","10,718.3","6,718.0","8,636.6","7,575.9","8,830.7","7,925.2","8,495.8","9,952.3","8,107.3","9,645.1","11,641.3","8,323.0","106,569.5","7","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2012-2012","MT","5,630.6","6,336.1","8,744.7","9,024.6","10,292.4","11,834.1","14,522.0","12,738.1","14,054.4","10,697.8","9,031.3","7,961.6","120,867.8","23","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2013-2013","MT","8,458.7","8,433.4","8,637.2","9,591.3","11,995.2","10,644.5","10,516.2","11,097.4","8,390.0","8,002.3","9,153.7","10,197.9","115,117.8","-1","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2014-2014","MT","7,338.6","9,102.9","11,112.9","10,078.7","9,021.2","7,253.6","10,480.8","7,149.0","6,748.7","7,518.3","6,848.6","8,264.2","100,917.6","44","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2015-2015","MT","5,963.3","6,912.5","7,682.6","9,689.6","9,393.7","7,868.6","7,467.5","8,827.4","13,151.0","10,090.0","8,566.7","8,377.6","103,990.4","-5","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2016-2016","MT","9,023.5","8,975.8","8,166.0","12,748.8","13,021.1","15,923.0","11,868.5","13,122.3","13,542.1","12,154.7","12,667.7","12,065.3","143,278.8","-25","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2017-2017","MT","13,293.2","11,769.8","11,294.6","10,574.5","9,990.8","10,122.7","12,298.5","14,336.3","9,785.1","13,857.9","13,676.5","14,444.3","145,444.2","21","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2018-2018","MT","15,584.0","11,909.1","16,450.2","19,077.2","14,975.3","10,198.9","9,897.7","12,928.8","11,784.6","10,331.3","9,750.9","6,848.1","149,736.1","-3","US","R00","0404100500",
"1","World Total","15","0404100500","WHEY PROT CONC","2019-2019","MT","6,767.9","8,253.6","10,099.0","8,898.1","11,674.2","13,670.2","9,596.8","","","","","","68,959.9","-30","US","R00","0404100500",
"1","World Total","16","0406100000","FRESH CHEESE","1999-1999","MT","209.0","354.9","234.5","218.6","360.3","294.1","236.9","320.4","165.6","319.4","189.8","355.6","3,259.2","-19","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2000-2000","MT","319.6","85.5","148.4","477.5","107.0","422.8","84.0","122.7","220.4","386.2","599.4","574.6","3,548.2","-80","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2001-2001","MT","1,160.8","460.7","619.5","704.7","487.9","401.9","328.8","442.2","454.3","493.6","597.9","410.3","6,562.7","-18","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2002-2002","MT","407.1","524.3","1,235.4","493.9","265.9","448.7","395.1","424.7","206.2","417.3","537.9","411.3","5,767.7","-12","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2003-2003","MT","468.0","594.0","488.5","606.8","904.1","1,042.8","617.8","461.3","413.3","447.6","674.2","1,069.4","7,787.7","-41","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2004-2004","MT","503.4","576.9","1,320.7","610.6","341.6","355.3","302.7","336.2","424.3","414.8","251.2","431.7","5,869.5","-15","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2005-2005","MT","766.4","353.4","488.0","369.0","532.7","624.6","383.1","604.2","468.3","555.1","426.8","511.9","6,083.5","-39","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2006-2006","MT","793.0","502.3","1,102.1","857.7","921.6","916.3","797.5","1,144.2","858.4","1,120.6","1,635.6","1,252.4","11,901.9","-13","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2007-2007","MT","1,451.6","1,267.4","2,077.5","1,724.4","2,781.8","1,602.5","1,412.6","1,496.8","1,400.8","1,262.7","1,062.6","1,743.5","19,284.2","-12","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2008-2008","MT","1,461.2","1,283.1","1,609.3","2,229.3","2,188.9","2,678.4","1,571.9","1,604.8","1,549.1","1,202.4","1,315.2","1,851.1","20,544.6","-41","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2009-2009","MT","1,537.2","1,690.4","1,541.0","2,051.6","1,158.2","1,239.5","1,981.8","1,412.9","1,888.1","2,059.6","1,541.4","1,597.1","19,698.8","60","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2010-2010","MT","1,400.9","1,793.4","2,417.1","2,430.7","2,996.6","3,929.7","3,951.6","2,938.1","2,135.0","1,792.3","2,461.8","3,089.5","31,336.7","1","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2011-2011","MT","3,111.7","3,581.7","3,693.8","3,381.3","3,332.6","3,885.3","2,623.2","3,121.6","2,753.8","2,880.4","3,952.8","4,201.7","40,519.8","-32","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2012-2012","MT","4,430.2","4,669.6","5,784.7","5,704.9","7,349.3","5,719.8","6,785.3","5,231.6","5,644.4","5,672.6","4,869.6","5,692.2","67,554.2","19","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2013-2013","MT","6,271.1","6,248.2","8,635.2","7,990.1","10,021.8","7,824.6","7,824.0","8,912.2","9,792.1","9,160.4","9,118.7","10,704.8","102,503.1","0","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2014-2014","MT","9,547.8","10,535.6","11,679.5","12,026.1","11,717.9","13,497.7","11,554.8","11,598.4","8,597.7","8,861.0","8,209.7","7,953.0","125,779.3","-14","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2015-2015","MT","8,060.3","11,382.4","14,251.8","12,078.6","10,680.8","9,162.5","7,215.2","7,157.8","6,268.2","6,591.2","6,526.3","6,575.6","105,950.7","-21","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2016-2016","MT","5,386.5","7,333.9","6,694.1","6,202.2","7,084.7","6,497.4","7,518.0","8,286.7","7,359.4","7,569.9","7,130.8","9,414.9","86,478.4","16","US","R00","0406100000",
"1","World Total","16","0406100000","FRESH CHEESE","2017-2017","MT","7,455.4","8,639.2","9,360.1","8,929.7","9,290.8","10,072.5","8,890.1","9,179.5","9,220.9","10,196.1","9,241.3","8,168.3","108,643.9","-12","US","R00","0406100000",
